unadjusted_close,ticker_symbol,datetime,split,dividend,backward_adj_close
179.96,AAPL,2018-03-13,1.0,0.0,42.4
178.44,AAPL,2018-03-14,1.0,0.0,42.04
178.64,AAPL,2018-03-15,1.0,0.0,42.09
178.04,AAPL,2018-03-16,1.0,0.0,41.95
175.32,AAPL,2018-03-19,1.0,0.0,41.31
175.24,AAPL,2018-03-20,1.0,0.0,41.29
171.28,AAPL,2018-03-21,1.0,0.0,40.36
168.84,AAPL,2018-03-22,1.0,0.0,39.78
164.96,AAPL,2018-03-23,1.0,0.0,38.87
172.76,AAPL,2018-03-26,1.0,0.0,40.7
168.36,AAPL,2018-03-27,1.0,0.0,39.67
166.48,AAPL,2018-03-28,1.0,0.0,39.22
167.8,AAPL,2018-03-29,1.0,0.0,39.54
166.68,AAPL,2018-04-02,1.0,0.0,39.27
168.4,AAPL,2018-04-03,1.0,0.0,39.68
171.6,AAPL,2018-04-04,1.0,0.0,40.43
172.8,AAPL,2018-04-05,1.0,0.0,40.71
168.4,AAPL,2018-04-06,1.0,0.0,39.68
170.04,AAPL,2018-04-09,1.0,0.0,40.06
173.24,AAPL,2018-04-10,1.0,0.0,40.82
172.44,AAPL,2018-04-11,1.0,0.0,40.63
174.16,AAPL,2018-04-12,1.0,0.0,41.03
174.72,AAPL,2018-04-13,1.0,0.0,41.17
175.84,AAPL,2018-04-16,1.0,0.0,41.43
178.24,AAPL,2018-04-17,1.0,0.0,42.0
177.84,AAPL,2018-04-18,1.0,0.0,41.9
172.8,AAPL,2018-04-19,1.0,0.0,40.71
165.72,AAPL,2018-04-20,1.0,0.0,39.05
165.24,AAPL,2018-04-23,1.0,0.0,38.93
162.96,AAPL,2018-04-24,1.0,0.0,38.39
163.64,AAPL,2018-04-25,1.0,0.0,38.56
164.24,AAPL,2018-04-26,1.0,0.0,38.7
162.32,AAPL,2018-04-27,1.0,0.0,38.24
165.28,AAPL,2018-04-30,1.0,0.0,38.94
169.12,AAPL,2018-05-01,1.0,0.0,39.85
176.56,AAPL,2018-05-02,1.0,0.0,41.6
176.88,AAPL,2018-05-03,1.0,0.0,41.67
183.84,AAPL,2018-05-04,1.0,0.0,43.31
185.16,AAPL,2018-05-07,1.0,0.0,43.63
186.04,AAPL,2018-05-08,1.0,0.0,43.83
187.36,AAPL,2018-05-09,1.0,0.0,44.14
190.04,AAPL,2018-05-10,1.0,0.0,44.78
188.6,AAPL,2018-05-11,1.0,0.73,44.61
188.16,AAPL,2018-05-14,1.0,0.0,44.5
186.44,AAPL,2018-05-15,1.0,0.0,44.1
188.2,AAPL,2018-05-16,1.0,0.0,44.51
187.0,AAPL,2018-05-17,1.0,0.0,44.23
186.32,AAPL,2018-05-18,1.0,0.0,44.07
187.64,AAPL,2018-05-21,1.0,0.0,44.38
187.16,AAPL,2018-05-22,1.0,0.0,44.27
188.36,AAPL,2018-05-23,1.0,0.0,44.55
188.16,AAPL,2018-05-24,1.0,0.0,44.5
188.6,AAPL,2018-05-25,1.0,0.0,44.61
187.92,AAPL,2018-05-29,1.0,0.0,44.45
187.52,AAPL,2018-05-30,1.0,0.0,44.35
186.88,AAPL,2018-05-31,1.0,0.0,44.2
190.24,AAPL,2018-06-01,1.0,0.0,45.0
191.84,AAPL,2018-06-04,1.0,0.0,45.37
193.32,AAPL,2018-06-05,1.0,0.0,45.73
194.0,AAPL,2018-06-06,1.0,0.0,45.89
193.48,AAPL,2018-06-07,1.0,0.0,45.76
191.72,AAPL,2018-06-08,1.0,0.0,45.35
191.24,AAPL,2018-06-11,1.0,0.0,45.23
192.28,AAPL,2018-06-12,1.0,0.0,45.48
190.72,AAPL,2018-06-13,1.0,0.0,45.11
190.8,AAPL,2018-06-14,1.0,0.0,45.13
188.84,AAPL,2018-06-15,1.0,0.0,44.67
188.76,AAPL,2018-06-18,1.0,0.0,44.65
185.68,AAPL,2018-06-19,1.0,0.0,43.92
186.52,AAPL,2018-06-20,1.0,0.0,44.12
185.48,AAPL,2018-06-21,1.0,0.0,43.87
184.92,AAPL,2018-06-22,1.0,0.0,43.74
182.16,AAPL,2018-06-25,1.0,0.0,43.09
184.44,AAPL,2018-06-26,1.0,0.0,43.62
184.16,AAPL,2018-06-27,1.0,0.0,43.56
185.52,AAPL,2018-06-28,1.0,0.0,43.88
185.12,AAPL,2018-06-29,1.0,0.0,43.79
187.2,AAPL,2018-07-02,1.0,0.0,44.28
183.92,AAPL,2018-07-03,1.0,0.0,43.5
185.4,AAPL,2018-07-05,1.0,0.0,43.85
187.96,AAPL,2018-07-06,1.0,0.0,44.46
190.6,AAPL,2018-07-09,1.0,0.0,45.08
190.36,AAPL,2018-07-10,1.0,0.0,45.02
187.88,AAPL,2018-07-11,1.0,0.0,44.44
191.04,AAPL,2018-07-12,1.0,0.0,45.19
191.32,AAPL,2018-07-13,1.0,0.0,45.25
190.92,AAPL,2018-07-16,1.0,0.0,45.16
191.44,AAPL,2018-07-17,1.0,0.0,45.28
190.4,AAPL,2018-07-18,1.0,0.0,45.03
191.88,AAPL,2018-07-19,1.0,0.0,45.38
191.44,AAPL,2018-07-20,1.0,0.0,45.28
191.6,AAPL,2018-07-23,1.0,0.0,45.32
193.0,AAPL,2018-07-24,1.0,0.0,45.65
194.84,AAPL,2018-07-25,1.0,0.0,46.08
194.2,AAPL,2018-07-26,1.0,0.0,45.93
191.0,AAPL,2018-07-27,1.0,0.0,45.18
189.92,AAPL,2018-07-30,1.0,0.0,44.92
190.28,AAPL,2018-07-31,1.0,0.0,45.01
201.52,AAPL,2018-08-01,1.0,0.0,47.66
207.4,AAPL,2018-08-02,1.0,0.0,49.06
208.0,AAPL,2018-08-03,1.0,0.0,49.2
209.08,AAPL,2018-08-06,1.0,0.0,49.45
207.12,AAPL,2018-08-07,1.0,0.0,48.99
207.24,AAPL,2018-08-08,1.0,0.0,49.02
208.88,AAPL,2018-08-09,1.0,0.0,49.41
207.52,AAPL,2018-08-10,1.0,0.73,49.26
208.88,AAPL,2018-08-13,1.0,0.0,49.58
209.76,AAPL,2018-08-14,1.0,0.0,49.79
210.24,AAPL,2018-08-15,1.0,0.0,49.9
213.32,AAPL,2018-08-16,1.0,0.0,50.63
217.6,AAPL,2018-08-17,1.0,0.0,51.65
215.48,AAPL,2018-08-20,1.0,0.0,51.15
215.04,AAPL,2018-08-21,1.0,0.0,51.04
215.04,AAPL,2018-08-22,1.0,0.0,51.04
215.48,AAPL,2018-08-23,1.0,0.0,51.15
216.16,AAPL,2018-08-24,1.0,0.0,51.31
217.96,AAPL,2018-08-27,1.0,0.0,51.73
219.72,AAPL,2018-08-28,1.0,0.0,52.15
223.0,AAPL,2018-08-29,1.0,0.0,52.93
225.04,AAPL,2018-08-30,1.0,0.0,53.42
227.64,AAPL,2018-08-31,1.0,0.0,54.03
228.36,AAPL,2018-09-04,1.0,0.0,54.2
226.88,AAPL,2018-09-05,1.0,0.0,53.85
223.12,AAPL,2018-09-06,1.0,0.0,52.96
221.32,AAPL,2018-09-07,1.0,0.0,52.53
218.32,AAPL,2018-09-10,1.0,0.0,51.82
223.84,AAPL,2018-09-11,1.0,0.0,53.13
221.08,AAPL,2018-09-12,1.0,0.0,52.48
226.4,AAPL,2018-09-13,1.0,0.0,53.74
223.84,AAPL,2018-09-14,1.0,0.0,53.13
217.88,AAPL,2018-09-17,1.0,0.0,51.72
218.24,AAPL,2018-09-18,1.0,0.0,51.8
218.36,AAPL,2018-09-19,1.0,0.0,51.83
220.04,AAPL,2018-09-20,1.0,0.0,52.23
217.68,AAPL,2018-09-21,1.0,0.0,51.67
220.8,AAPL,2018-09-24,1.0,0.0,52.41
222.2,AAPL,2018-09-25,1.0,0.0,52.74
220.44,AAPL,2018-09-26,1.0,0.0,52.32
224.96,AAPL,2018-09-27,1.0,0.0,53.4
225.76,AAPL,2018-09-28,1.0,0.0,53.59
227.28,AAPL,2018-10-01,1.0,0.0,53.95
229.28,AAPL,2018-10-02,1.0,0.0,54.42
232.08,AAPL,2018-10-03,1.0,0.0,55.09
228.0,AAPL,2018-10-04,1.0,0.0,54.12
224.28,AAPL,2018-10-05,1.0,0.0,53.24
223.76,AAPL,2018-10-08,1.0,0.0,53.11
226.88,AAPL,2018-10-09,1.0,0.0,53.85
216.36,AAPL,2018-10-10,1.0,0.0,51.36
214.44,AAPL,2018-10-11,1.0,0.0,50.9
222.12,AAPL,2018-10-12,1.0,0.0,52.72
217.36,AAPL,2018-10-15,1.0,0.0,51.59
222.16,AAPL,2018-10-16,1.0,0.0,52.73
221.2,AAPL,2018-10-17,1.0,0.0,52.5
216.04,AAPL,2018-10-18,1.0,0.0,51.28
219.32,AAPL,2018-10-19,1.0,0.0,52.06
220.64,AAPL,2018-10-22,1.0,0.0,52.37
222.72,AAPL,2018-10-23,1.0,0.0,52.86
215.08,AAPL,2018-10-24,1.0,0.0,51.05
219.8,AAPL,2018-10-25,1.0,0.0,52.17
216.32,AAPL,2018-10-26,1.0,0.0,51.35
212.24,AAPL,2018-10-29,1.0,0.0,50.38
213.32,AAPL,2018-10-30,1.0,0.0,50.63
218.88,AAPL,2018-10-31,1.0,0.0,51.95
222.24,AAPL,2018-11-01,1.0,0.0,52.75
207.48,AAPL,2018-11-02,1.0,0.0,49.25
201.6,AAPL,2018-11-05,1.0,0.0,47.85
203.76,AAPL,2018-11-06,1.0,0.0,48.36
209.96,AAPL,2018-11-07,1.0,0.0,49.84
208.48,AAPL,2018-11-08,1.0,0.73,49.66
204.48,AAPL,2018-11-09,1.0,0.0,48.71
194.16,AAPL,2018-11-12,1.0,0.0,46.25
192.24,AAPL,2018-11-13,1.0,0.0,45.79
186.8,AAPL,2018-11-14,1.0,0.0,44.49
191.4,AAPL,2018-11-15,1.0,0.0,45.59
193.52,AAPL,2018-11-16,1.0,0.0,46.1
185.88,AAPL,2018-11-19,1.0,0.0,44.28
177.0,AAPL,2018-11-20,1.0,0.0,42.16
176.8,AAPL,2018-11-21,1.0,0.0,42.11
172.28,AAPL,2018-11-23,1.0,0.0,41.04
174.64,AAPL,2018-11-26,1.0,0.0,41.6
174.24,AAPL,2018-11-27,1.0,0.0,41.5
180.96,AAPL,2018-11-28,1.0,0.0,43.1
179.56,AAPL,2018-11-29,1.0,0.0,42.77
178.6,AAPL,2018-11-30,1.0,0.0,42.54
184.84,AAPL,2018-12-03,1.0,0.0,44.03
176.68,AAPL,2018-12-04,1.0,0.0,42.08
174.72,AAPL,2018-12-06,1.0,0.0,41.62
168.48,AAPL,2018-12-07,1.0,0.0,40.13
169.6,AAPL,2018-12-10,1.0,0.0,40.4
168.64,AAPL,2018-12-11,1.0,0.0,40.17
169.12,AAPL,2018-12-12,1.0,0.0,40.28
170.96,AAPL,2018-12-13,1.0,0.0,40.72
165.48,AAPL,2018-12-14,1.0,0.0,39.42
163.96,AAPL,2018-12-17,1.0,0.0,39.05
166.08,AAPL,2018-12-18,1.0,0.0,39.56
160.88,AAPL,2018-12-19,1.0,0.0,38.32
156.84,AAPL,2018-12-20,1.0,0.0,37.36
150.72,AAPL,2018-12-21,1.0,0.0,35.9
146.84,AAPL,2018-12-24,1.0,0.0,34.98
157.16,AAPL,2018-12-26,1.0,0.0,37.43
156.16,AAPL,2018-12-27,1.0,0.0,37.2
156.24,AAPL,2018-12-28,1.0,0.0,37.22
157.76,AAPL,2018-12-31,1.0,0.0,37.58
157.92,AAPL,2019-01-02,1.0,0.0,37.62
142.2,AAPL,2019-01-03,1.0,0.0,33.87
148.28,AAPL,2019-01-04,1.0,0.0,35.32
147.92,AAPL,2019-01-07,1.0,0.0,35.23
150.76,AAPL,2019-01-08,1.0,0.0,35.91
153.32,AAPL,2019-01-09,1.0,0.0,36.52
153.8,AAPL,2019-01-10,1.0,0.0,36.63
152.28,AAPL,2019-01-11,1.0,0.0,36.27
150.0,AAPL,2019-01-14,1.0,0.0,35.73
153.08,AAPL,2019-01-15,1.0,0.0,36.46
154.96,AAPL,2019-01-16,1.0,0.0,36.91
155.88,AAPL,2019-01-17,1.0,0.0,37.13
156.84,AAPL,2019-01-18,1.0,0.0,37.36
153.32,AAPL,2019-01-22,1.0,0.0,36.52
153.92,AAPL,2019-01-23,1.0,0.0,36.66
152.68,AAPL,2019-01-24,1.0,0.0,36.37
157.76,AAPL,2019-01-25,1.0,0.0,37.58
156.32,AAPL,2019-01-28,1.0,0.0,37.23
154.68,AAPL,2019-01-29,1.0,0.0,36.84
165.24,AAPL,2019-01-30,1.0,0.0,39.36
166.44,AAPL,2019-01-31,1.0,0.0,39.65
166.52,AAPL,2019-02-01,1.0,0.0,39.66
171.24,AAPL,2019-02-04,1.0,0.0,40.79
174.2,AAPL,2019-02-05,1.0,0.0,41.49
174.24,AAPL,2019-02-06,1.0,0.0,41.5
170.96,AAPL,2019-02-07,1.0,0.0,40.72
170.4,AAPL,2019-02-08,1.0,0.73,40.76
169.44,AAPL,2019-02-11,1.0,0.0,40.53
170.88,AAPL,2019-02-12,1.0,0.0,40.88
170.2,AAPL,2019-02-13,1.0,0.0,40.72
170.8,AAPL,2019-02-14,1.0,0.0,40.86
170.44,AAPL,2019-02-15,1.0,0.0,40.77
170.92,AAPL,2019-02-19,1.0,0.0,40.89
172.04,AAPL,2019-02-20,1.0,0.0,41.16
171.08,AAPL,2019-02-21,1.0,0.0,40.93
172.96,AAPL,2019-02-22,1.0,0.0,41.38
174.24,AAPL,2019-02-25,1.0,0.0,41.68
174.32,AAPL,2019-02-26,1.0,0.0,41.7
174.88,AAPL,2019-02-27,1.0,0.0,41.83
173.16,AAPL,2019-02-28,1.0,0.0,41.42
174.96,AAPL,2019-03-01,1.0,0.0,41.85
175.84,AAPL,2019-03-04,1.0,0.0,42.06
175.52,AAPL,2019-03-05,1.0,0.0,41.99
174.52,AAPL,2019-03-06,1.0,0.0,41.75
172.52,AAPL,2019-03-07,1.0,0.0,41.27
172.92,AAPL,2019-03-08,1.0,0.0,41.37
178.92,AAPL,2019-03-11,1.0,0.0,42.8
180.92,AAPL,2019-03-12,1.0,0.0,43.28
181.72,AAPL,2019-03-13,1.0,0.0,43.47
183.72,AAPL,2019-03-14,1.0,0.0,43.95
186.12,AAPL,2019-03-15,1.0,0.0,44.52
188.04,AAPL,2019-03-18,1.0,0.0,44.98
186.52,AAPL,2019-03-19,1.0,0.0,44.62
188.16,AAPL,2019-03-20,1.0,0.0,45.01
195.08,AAPL,2019-03-21,1.0,0.0,46.67
191.04,AAPL,2019-03-22,1.0,0.0,45.7
188.76,AAPL,2019-03-25,1.0,0.0,45.15
186.8,AAPL,2019-03-26,1.0,0.0,44.69
188.48,AAPL,2019-03-27,1.0,0.0,45.09
188.72,AAPL,2019-03-28,1.0,0.0,45.15
189.96,AAPL,2019-03-29,1.0,0.0,45.44
191.24,AAPL,2019-04-01,1.0,0.0,45.75
194.04,AAPL,2019-04-02,1.0,0.0,46.42
195.36,AAPL,2019-04-03,1.0,0.0,46.73
195.68,AAPL,2019-04-04,1.0,0.0,46.81
197.0,AAPL,2019-04-05,1.0,0.0,47.13
200.12,AAPL,2019-04-08,1.0,0.0,47.87
199.52,AAPL,2019-04-09,1.0,0.0,47.73
200.64,AAPL,2019-04-10,1.0,0.0,48.0
198.96,AAPL,2019-04-11,1.0,0.0,47.59
198.88,AAPL,2019-04-12,1.0,0.0,47.58
199.24,AAPL,2019-04-15,1.0,0.0,47.66
199.24,AAPL,2019-04-16,1.0,0.0,47.66
203.12,AAPL,2019-04-17,1.0,0.0,48.59
203.88,AAPL,2019-04-18,1.0,0.0,48.77
204.52,AAPL,2019-04-22,1.0,0.0,48.93
207.48,AAPL,2019-04-23,1.0,0.0,49.63
207.16,AAPL,2019-04-24,1.0,0.0,49.56
205.28,AAPL,2019-04-25,1.0,0.0,49.11
204.32,AAPL,2019-04-26,1.0,0.0,48.88
204.6,AAPL,2019-04-29,1.0,0.0,48.94
200.68,AAPL,2019-04-30,1.0,0.0,48.01
210.52,AAPL,2019-05-01,1.0,0.0,50.36
209.16,AAPL,2019-05-02,1.0,0.0,50.04
211.76,AAPL,2019-05-03,1.0,0.0,50.66
208.48,AAPL,2019-05-06,1.0,0.0,49.87
202.88,AAPL,2019-05-07,1.0,0.0,48.53
202.92,AAPL,2019-05-08,1.0,0.0,48.54
200.72,AAPL,2019-05-09,1.0,0.0,48.02
197.2,AAPL,2019-05-10,1.0,0.77,47.36
185.72,AAPL,2019-05-13,1.0,0.0,44.6
188.68,AAPL,2019-05-14,1.0,0.0,45.31
190.92,AAPL,2019-05-15,1.0,0.0,45.85
190.08,AAPL,2019-05-16,1.0,0.0,45.65
189.0,AAPL,2019-05-17,1.0,0.0,45.39
183.08,AAPL,2019-05-20,1.0,0.0,43.97
186.6,AAPL,2019-05-21,1.0,0.0,44.81
182.8,AAPL,2019-05-22,1.0,0.0,43.9
179.68,AAPL,2019-05-23,1.0,0.0,43.15
178.96,AAPL,2019-05-24,1.0,0.0,42.98
178.24,AAPL,2019-05-28,1.0,0.0,42.81
177.4,AAPL,2019-05-29,1.0,0.0,42.6
178.32,AAPL,2019-05-30,1.0,0.0,42.82
175.08,AAPL,2019-05-31,1.0,0.0,42.05
173.32,AAPL,2019-06-03,1.0,0.0,41.62
179.64,AAPL,2019-06-04,1.0,0.0,43.14
182.56,AAPL,2019-06-05,1.0,0.0,43.84
185.24,AAPL,2019-06-06,1.0,0.0,44.49
190.16,AAPL,2019-06-07,1.0,0.0,45.67
192.6,AAPL,2019-06-10,1.0,0.0,46.25
194.8,AAPL,2019-06-11,1.0,0.0,46.78
194.2,AAPL,2019-06-12,1.0,0.0,46.64
194.16,AAPL,2019-06-13,1.0,0.0,46.63
192.76,AAPL,2019-06-14,1.0,0.0,46.29
193.88,AAPL,2019-06-17,1.0,0.0,46.56
198.44,AAPL,2019-06-18,1.0,0.0,47.66
197.88,AAPL,2019-06-19,1.0,0.0,47.52
199.48,AAPL,2019-06-20,1.0,0.0,47.91
198.8,AAPL,2019-06-21,1.0,0.0,47.74
198.6,AAPL,2019-06-24,1.0,0.0,47.7
195.56,AAPL,2019-06-25,1.0,0.0,46.97
199.8,AAPL,2019-06-26,1.0,0.0,47.98
199.76,AAPL,2019-06-27,1.0,0.0,47.97
197.92,AAPL,2019-06-28,1.0,0.0,47.53
201.56,AAPL,2019-07-01,1.0,0.0,48.41
202.72,AAPL,2019-07-02,1.0,0.0,48.68
204.4,AAPL,2019-07-03,1.0,0.0,49.09
204.24,AAPL,2019-07-05,1.0,0.0,49.05
200.04,AAPL,2019-07-08,1.0,0.0,48.04
201.24,AAPL,2019-07-09,1.0,0.0,48.33
203.24,AAPL,2019-07-10,1.0,0.0,48.81
201.76,AAPL,2019-07-11,1.0,0.0,48.45
203.32,AAPL,2019-07-12,1.0,0.0,48.83
205.2,AAPL,2019-07-15,1.0,0.0,49.28
204.52,AAPL,2019-07-16,1.0,0.0,49.12
203.36,AAPL,2019-07-17,1.0,0.0,48.84
205.68,AAPL,2019-07-18,1.0,0.0,49.4
202.6,AAPL,2019-07-19,1.0,0.0,48.66
207.24,AAPL,2019-07-22,1.0,0.0,49.77
208.84,AAPL,2019-07-23,1.0,0.0,50.15
208.68,AAPL,2019-07-24,1.0,0.0,50.12
207.04,AAPL,2019-07-25,1.0,0.0,49.72
207.76,AAPL,2019-07-26,1.0,0.0,49.89
209.68,AAPL,2019-07-29,1.0,0.0,50.36
208.8,AAPL,2019-07-30,1.0,0.0,50.14
213.04,AAPL,2019-07-31,1.0,0.0,51.16
208.44,AAPL,2019-08-01,1.0,0.0,50.06
204.04,AAPL,2019-08-02,1.0,0.0,49.0
193.36,AAPL,2019-08-05,1.0,0.0,46.44
197.0,AAPL,2019-08-06,1.0,0.0,47.31
199.04,AAPL,2019-08-07,1.0,0.0,47.8
203.44,AAPL,2019-08-08,1.0,0.0,48.86
201.0,AAPL,2019-08-09,1.0,0.77,48.46
200.48,AAPL,2019-08-12,1.0,0.0,48.33
208.96,AAPL,2019-08-13,1.0,0.0,50.38
202.76,AAPL,2019-08-14,1.0,0.0,48.88
201.76,AAPL,2019-08-15,1.0,0.0,48.64
206.52,AAPL,2019-08-16,1.0,0.0,49.79
210.36,AAPL,2019-08-19,1.0,0.0,50.71
210.36,AAPL,2019-08-20,1.0,0.0,50.71
212.64,AAPL,2019-08-21,1.0,0.0,51.26
212.48,AAPL,2019-08-22,1.0,0.0,51.22
202.64,AAPL,2019-08-23,1.0,0.0,48.85
206.48,AAPL,2019-08-26,1.0,0.0,49.78
204.16,AAPL,2019-08-27,1.0,0.0,49.22
205.52,AAPL,2019-08-28,1.0,0.0,49.55
209.0,AAPL,2019-08-29,1.0,0.0,50.39
208.76,AAPL,2019-08-30,1.0,0.0,50.33
205.72,AAPL,2019-09-03,1.0,0.0,49.6
209.2,AAPL,2019-09-04,1.0,0.0,50.43
213.28,AAPL,2019-09-05,1.0,0.0,51.42
213.28,AAPL,2019-09-06,1.0,0.0,51.42
214.16,AAPL,2019-09-09,1.0,0.0,51.63
216.72,AAPL,2019-09-10,1.0,0.0,52.25
223.6,AAPL,2019-09-11,1.0,0.0,53.91
223.08,AAPL,2019-09-12,1.0,0.0,53.78
218.76,AAPL,2019-09-13,1.0,0.0,52.74
219.92,AAPL,2019-09-16,1.0,0.0,53.02
220.72,AAPL,2019-09-17,1.0,0.0,53.21
222.76,AAPL,2019-09-18,1.0,0.0,53.7
220.96,AAPL,2019-09-19,1.0,0.0,53.27
217.72,AAPL,2019-09-20,1.0,0.0,52.49
218.72,AAPL,2019-09-23,1.0,0.0,52.73
217.68,AAPL,2019-09-24,1.0,0.0,52.48
221.04,AAPL,2019-09-25,1.0,0.0,53.29
219.88,AAPL,2019-09-26,1.0,0.0,53.01
218.84,AAPL,2019-09-27,1.0,0.0,52.76
223.96,AAPL,2019-09-30,1.0,0.0,53.99
224.6,AAPL,2019-10-01,1.0,0.0,54.15
218.96,AAPL,2019-10-02,1.0,0.0,52.79
220.84,AAPL,2019-10-03,1.0,0.0,53.24
227.0,AAPL,2019-10-04,1.0,0.0,54.73
227.08,AAPL,2019-10-07,1.0,0.0,54.74
224.4,AAPL,2019-10-08,1.0,0.0,54.1
227.04,AAPL,2019-10-09,1.0,0.0,54.73
230.08,AAPL,2019-10-10,1.0,0.0,55.47
236.2,AAPL,2019-10-11,1.0,0.0,56.94
235.88,AAPL,2019-10-14,1.0,0.0,56.87
235.32,AAPL,2019-10-15,1.0,0.0,56.73
234.36,AAPL,2019-10-16,1.0,0.0,56.5
235.28,AAPL,2019-10-17,1.0,0.0,56.72
236.4,AAPL,2019-10-18,1.0,0.0,56.99
240.52,AAPL,2019-10-21,1.0,0.0,57.98
239.96,AAPL,2019-10-22,1.0,0.0,57.85
243.2,AAPL,2019-10-23,1.0,0.0,58.63
243.6,AAPL,2019-10-24,1.0,0.0,58.73
246.6,AAPL,2019-10-25,1.0,0.0,59.45
249.04,AAPL,2019-10-28,1.0,0.0,60.04
243.28,AAPL,2019-10-29,1.0,0.0,58.65
243.28,AAPL,2019-10-30,1.0,0.0,58.65
248.76,AAPL,2019-10-31,1.0,0.0,59.97
255.84,AAPL,2019-11-01,1.0,0.0,61.68
257.52,AAPL,2019-11-04,1.0,0.0,62.08
257.12,AAPL,2019-11-05,1.0,0.0,61.99
257.24,AAPL,2019-11-06,1.0,0.0,62.02
259.44,AAPL,2019-11-07,1.0,0.77,62.73
260.16,AAPL,2019-11-08,1.0,0.0,62.91
262.2,AAPL,2019-11-11,1.0,0.0,63.4
261.96,AAPL,2019-11-12,1.0,0.0,63.34
264.48,AAPL,2019-11-13,1.0,0.0,63.95
262.64,AAPL,2019-11-14,1.0,0.0,63.51
265.76,AAPL,2019-11-15,1.0,0.0,64.26
267.12,AAPL,2019-11-18,1.0,0.0,64.59
266.28,AAPL,2019-11-19,1.0,0.0,64.39
263.2,AAPL,2019-11-20,1.0,0.0,63.64
262.0,AAPL,2019-11-21,1.0,0.0,63.35
261.76,AAPL,2019-11-22,1.0,0.0,63.29
266.36,AAPL,2019-11-25,1.0,0.0,64.41
264.28,AAPL,2019-11-26,1.0,0.0,63.9
267.84,AAPL,2019-11-27,1.0,0.0,64.76
267.24,AAPL,2019-11-29,1.0,0.0,64.62
264.16,AAPL,2019-12-02,1.0,0.0,63.87
259.44,AAPL,2019-12-03,1.0,0.0,62.73
261.76,AAPL,2019-12-04,1.0,0.0,63.29
265.6,AAPL,2019-12-05,1.0,0.0,64.22
270.72,AAPL,2019-12-06,1.0,0.0,65.46
266.92,AAPL,2019-12-09,1.0,0.0,64.54
268.48,AAPL,2019-12-10,1.0,0.0,64.92
270.76,AAPL,2019-12-11,1.0,0.0,65.47
271.44,AAPL,2019-12-12,1.0,0.0,65.63
275.16,AAPL,2019-12-13,1.0,0.0,66.53
279.88,AAPL,2019-12-16,1.0,0.0,67.67
280.4,AAPL,2019-12-17,1.0,0.0,67.8
279.76,AAPL,2019-12-18,1.0,0.0,67.65
280.04,AAPL,2019-12-19,1.0,0.0,67.71
279.44,AAPL,2019-12-20,1.0,0.0,67.57
284.0,AAPL,2019-12-23,1.0,0.0,68.67
284.28,AAPL,2019-12-24,1.0,0.0,68.74
289.92,AAPL,2019-12-26,1.0,0.0,70.1
289.8,AAPL,2019-12-27,1.0,0.0,70.07
291.52,AAPL,2019-12-30,1.0,0.0,70.49
293.64,AAPL,2019-12-31,1.0,0.0,71.0
300.36,AAPL,2020-01-02,1.0,0.0,72.63
297.44,AAPL,2020-01-03,1.0,0.0,71.92
299.8,AAPL,2020-01-06,1.0,0.0,72.49
298.4,AAPL,2020-01-07,1.0,0.0,72.15
303.2,AAPL,2020-01-08,1.0,0.0,73.31
309.64,AAPL,2020-01-09,1.0,0.0,74.87
310.32,AAPL,2020-01-10,1.0,0.0,75.03
316.96,AAPL,2020-01-13,1.0,0.0,76.64
312.68,AAPL,2020-01-14,1.0,0.0,75.61
311.32,AAPL,2020-01-15,1.0,0.0,75.28
315.24,AAPL,2020-01-16,1.0,0.0,76.22
318.72,AAPL,2020-01-17,1.0,0.0,77.07
316.56,AAPL,2020-01-21,1.0,0.0,76.54
317.72,AAPL,2020-01-22,1.0,0.0,76.82
319.24,AAPL,2020-01-23,1.0,0.0,77.19
318.32,AAPL,2020-01-24,1.0,0.0,76.97
308.96,AAPL,2020-01-27,1.0,0.0,74.71
317.68,AAPL,2020-01-28,1.0,0.0,76.81
324.32,AAPL,2020-01-29,1.0,0.0,78.42
323.88,AAPL,2020-01-30,1.0,0.0,78.31
309.52,AAPL,2020-01-31,1.0,0.0,74.84
308.68,AAPL,2020-02-03,1.0,0.0,74.64
318.84,AAPL,2020-02-04,1.0,0.0,77.09
321.44,AAPL,2020-02-05,1.0,0.0,77.72
325.2,AAPL,2020-02-06,1.0,0.0,78.63
320.04,AAPL,2020-02-07,1.0,0.77,77.57
321.56,AAPL,2020-02-10,1.0,0.0,77.94
319.6,AAPL,2020-02-11,1.0,0.0,77.46
327.2,AAPL,2020-02-12,1.0,0.0,79.31
324.88,AAPL,2020-02-13,1.0,0.0,78.74
324.96,AAPL,2020-02-14,1.0,0.0,78.76
319.0,AAPL,2020-02-18,1.0,0.0,77.32
323.64,AAPL,2020-02-19,1.0,0.0,78.44
320.32,AAPL,2020-02-20,1.0,0.0,77.64
313.04,AAPL,2020-02-21,1.0,0.0,75.87
298.2,AAPL,2020-02-24,1.0,0.0,72.28
288.08,AAPL,2020-02-25,1.0,0.0,69.83
292.64,AAPL,2020-02-26,1.0,0.0,70.93
273.52,AAPL,2020-02-27,1.0,0.0,66.3
273.36,AAPL,2020-02-28,1.0,0.0,66.26
298.8,AAPL,2020-03-02,1.0,0.0,72.42
289.32,AAPL,2020-03-03,1.0,0.0,70.13
302.76,AAPL,2020-03-04,1.0,0.0,73.38
