unadjusted_close,ticker_symbol,datetime,split,dividend,forward_adj_close
218.88,AAPL,2018-10-31,1.0,0.0,221.39
222.24,AAPL,2018-11-01,1.0,0.0,224.79
207.48,AAPL,2018-11-02,1.0,0.0,209.86
201.6,AAPL,2018-11-05,1.0,0.0,203.91
203.76,AAPL,2018-11-06,1.0,0.0,206.1
209.96,AAPL,2018-11-07,1.0,0.0,212.37
208.48,AAPL,2018-11-08,1.0,0.73,210.87
204.48,AAPL,2018-11-09,1.0,0.0,207.55
194.16,AAPL,2018-11-12,1.0,0.0,197.07
192.24,AAPL,2018-11-13,1.0,0.0,195.12
186.8,AAPL,2018-11-14,1.0,0.0,189.6
191.4,AAPL,2018-11-15,1.0,0.0,194.27
193.52,AAPL,2018-11-16,1.0,0.0,196.42
185.88,AAPL,2018-11-19,1.0,0.0,188.67
177.0,AAPL,2018-11-20,1.0,0.0,179.66
176.8,AAPL,2018-11-21,1.0,0.0,179.45
172.28,AAPL,2018-11-23,1.0,0.0,174.86
174.64,AAPL,2018-11-26,1.0,0.0,177.26
174.24,AAPL,2018-11-27,1.0,0.0,176.85
180.96,AAPL,2018-11-28,1.0,0.0,183.67
179.56,AAPL,2018-11-29,1.0,0.0,182.25
178.6,AAPL,2018-11-30,1.0,0.0,181.28
184.84,AAPL,2018-12-03,1.0,0.0,187.61
176.68,AAPL,2018-12-04,1.0,0.0,179.33
174.72,AAPL,2018-12-06,1.0,0.0,177.34
168.48,AAPL,2018-12-07,1.0,0.0,171.01
169.6,AAPL,2018-12-10,1.0,0.0,172.14
168.64,AAPL,2018-12-11,1.0,0.0,171.17
169.12,AAPL,2018-12-12,1.0,0.0,171.66
170.96,AAPL,2018-12-13,1.0,0.0,173.52
165.48,AAPL,2018-12-14,1.0,0.0,167.96
163.96,AAPL,2018-12-17,1.0,0.0,166.42
166.08,AAPL,2018-12-18,1.0,0.0,168.57
160.88,AAPL,2018-12-19,1.0,0.0,163.29
156.84,AAPL,2018-12-20,1.0,0.0,159.19
150.72,AAPL,2018-12-21,1.0,0.0,152.98
146.84,AAPL,2018-12-24,1.0,0.0,149.04
157.16,AAPL,2018-12-26,1.0,0.0,159.52
156.16,AAPL,2018-12-27,1.0,0.0,158.5
156.24,AAPL,2018-12-28,1.0,0.0,158.58
157.76,AAPL,2018-12-31,1.0,0.0,160.13
157.92,AAPL,2019-01-02,1.0,0.0,160.29
142.2,AAPL,2019-01-03,1.0,0.0,144.33
148.28,AAPL,2019-01-04,1.0,0.0,150.5
147.92,AAPL,2019-01-07,1.0,0.0,150.14
150.76,AAPL,2019-01-08,1.0,0.0,153.02
153.32,AAPL,2019-01-09,1.0,0.0,155.62
153.8,AAPL,2019-01-10,1.0,0.0,156.11
152.28,AAPL,2019-01-11,1.0,0.0,154.56
150.0,AAPL,2019-01-14,1.0,0.0,152.25
153.08,AAPL,2019-01-15,1.0,0.0,155.38
154.96,AAPL,2019-01-16,1.0,0.0,157.28
155.88,AAPL,2019-01-17,1.0,0.0,158.22
156.84,AAPL,2019-01-18,1.0,0.0,159.19
153.32,AAPL,2019-01-22,1.0,0.0,155.62
153.92,AAPL,2019-01-23,1.0,0.0,156.23
152.68,AAPL,2019-01-24,1.0,0.0,154.97
157.76,AAPL,2019-01-25,1.0,0.0,160.13
156.32,AAPL,2019-01-28,1.0,0.0,158.67
154.68,AAPL,2019-01-29,1.0,0.0,157.0
165.24,AAPL,2019-01-30,1.0,0.0,167.72
166.44,AAPL,2019-01-31,1.0,0.0,168.94
166.52,AAPL,2019-02-01,1.0,0.0,169.02
171.24,AAPL,2019-02-04,1.0,0.0,173.81
174.2,AAPL,2019-02-05,1.0,0.0,176.81
174.24,AAPL,2019-02-06,1.0,0.0,176.85
170.96,AAPL,2019-02-07,1.0,0.0,173.52
170.4,AAPL,2019-02-08,1.0,0.73,172.96
169.44,AAPL,2019-02-11,1.0,0.0,172.72
170.88,AAPL,2019-02-12,1.0,0.0,174.19
170.2,AAPL,2019-02-13,1.0,0.0,173.49
170.8,AAPL,2019-02-14,1.0,0.0,174.1
170.44,AAPL,2019-02-15,1.0,0.0,173.74
170.92,AAPL,2019-02-19,1.0,0.0,174.23
172.04,AAPL,2019-02-20,1.0,0.0,175.37
171.08,AAPL,2019-02-21,1.0,0.0,174.39
172.96,AAPL,2019-02-22,1.0,0.0,176.31
174.24,AAPL,2019-02-25,1.0,0.0,177.61
174.32,AAPL,2019-02-26,1.0,0.0,177.69
174.88,AAPL,2019-02-27,1.0,0.0,178.26
173.16,AAPL,2019-02-28,1.0,0.0,176.51
174.96,AAPL,2019-03-01,1.0,0.0,178.35
175.84,AAPL,2019-03-04,1.0,0.0,179.24
175.52,AAPL,2019-03-05,1.0,0.0,178.92
174.52,AAPL,2019-03-06,1.0,0.0,177.9
172.52,AAPL,2019-03-07,1.0,0.0,175.86
172.92,AAPL,2019-03-08,1.0,0.0,176.27
178.92,AAPL,2019-03-11,1.0,0.0,182.38
180.92,AAPL,2019-03-12,1.0,0.0,184.42
181.72,AAPL,2019-03-13,1.0,0.0,185.24
183.72,AAPL,2019-03-14,1.0,0.0,187.27
186.12,AAPL,2019-03-15,1.0,0.0,189.72
188.04,AAPL,2019-03-18,1.0,0.0,191.68
186.52,AAPL,2019-03-19,1.0,0.0,190.13
188.16,AAPL,2019-03-20,1.0,0.0,191.8
195.08,AAPL,2019-03-21,1.0,0.0,198.85
191.04,AAPL,2019-03-22,1.0,0.0,194.74
188.76,AAPL,2019-03-25,1.0,0.0,192.41
186.8,AAPL,2019-03-26,1.0,0.0,190.41
188.48,AAPL,2019-03-27,1.0,0.0,192.13
188.72,AAPL,2019-03-28,1.0,0.0,192.37
189.96,AAPL,2019-03-29,1.0,0.0,193.64
191.24,AAPL,2019-04-01,1.0,0.0,194.94
194.04,AAPL,2019-04-02,1.0,0.0,197.79
195.36,AAPL,2019-04-03,1.0,0.0,199.14
195.68,AAPL,2019-04-04,1.0,0.0,199.47
197.0,AAPL,2019-04-05,1.0,0.0,200.81
200.12,AAPL,2019-04-08,1.0,0.0,203.99
199.52,AAPL,2019-04-09,1.0,0.0,203.38
200.64,AAPL,2019-04-10,1.0,0.0,204.52
198.96,AAPL,2019-04-11,1.0,0.0,202.81
198.88,AAPL,2019-04-12,1.0,0.0,202.73
199.24,AAPL,2019-04-15,1.0,0.0,203.1
199.24,AAPL,2019-04-16,1.0,0.0,203.1
203.12,AAPL,2019-04-17,1.0,0.0,207.05
203.88,AAPL,2019-04-18,1.0,0.0,207.83
204.52,AAPL,2019-04-22,1.0,0.0,208.48
207.48,AAPL,2019-04-23,1.0,0.0,211.49
207.16,AAPL,2019-04-24,1.0,0.0,211.17
205.28,AAPL,2019-04-25,1.0,0.0,209.25
204.32,AAPL,2019-04-26,1.0,0.0,208.27
204.6,AAPL,2019-04-29,1.0,0.0,208.56
200.68,AAPL,2019-04-30,1.0,0.0,204.56
210.52,AAPL,2019-05-01,1.0,0.0,214.59
209.16,AAPL,2019-05-02,1.0,0.0,213.21
211.76,AAPL,2019-05-03,1.0,0.0,215.86
208.48,AAPL,2019-05-06,1.0,0.0,212.51
202.88,AAPL,2019-05-07,1.0,0.0,206.81
202.92,AAPL,2019-05-08,1.0,0.0,206.85
200.72,AAPL,2019-05-09,1.0,0.0,204.6
197.2,AAPL,2019-05-10,1.0,0.77,201.02
185.72,AAPL,2019-05-13,1.0,0.0,190.05
188.68,AAPL,2019-05-14,1.0,0.0,193.08
190.92,AAPL,2019-05-15,1.0,0.0,195.37
190.08,AAPL,2019-05-16,1.0,0.0,194.51
189.0,AAPL,2019-05-17,1.0,0.0,193.41
183.08,AAPL,2019-05-20,1.0,0.0,187.35
186.6,AAPL,2019-05-21,1.0,0.0,190.95
182.8,AAPL,2019-05-22,1.0,0.0,187.06
179.68,AAPL,2019-05-23,1.0,0.0,183.87
178.96,AAPL,2019-05-24,1.0,0.0,183.14
178.24,AAPL,2019-05-28,1.0,0.0,182.4
177.4,AAPL,2019-05-29,1.0,0.0,181.54
178.32,AAPL,2019-05-30,1.0,0.0,182.48
175.08,AAPL,2019-05-31,1.0,0.0,179.16
173.32,AAPL,2019-06-03,1.0,0.0,177.36
179.64,AAPL,2019-06-04,1.0,0.0,183.83
182.56,AAPL,2019-06-05,1.0,0.0,186.82
185.24,AAPL,2019-06-06,1.0,0.0,189.56
190.16,AAPL,2019-06-07,1.0,0.0,194.6
192.6,AAPL,2019-06-10,1.0,0.0,197.09
194.8,AAPL,2019-06-11,1.0,0.0,199.34
194.2,AAPL,2019-06-12,1.0,0.0,198.73
194.16,AAPL,2019-06-13,1.0,0.0,198.69
192.76,AAPL,2019-06-14,1.0,0.0,197.26
193.88,AAPL,2019-06-17,1.0,0.0,198.4
198.44,AAPL,2019-06-18,1.0,0.0,203.07
197.88,AAPL,2019-06-19,1.0,0.0,202.5
199.48,AAPL,2019-06-20,1.0,0.0,204.13
198.8,AAPL,2019-06-21,1.0,0.0,203.44
198.6,AAPL,2019-06-24,1.0,0.0,203.23
195.56,AAPL,2019-06-25,1.0,0.0,200.12
199.8,AAPL,2019-06-26,1.0,0.0,204.46
199.76,AAPL,2019-06-27,1.0,0.0,204.42
197.92,AAPL,2019-06-28,1.0,0.0,202.54
201.56,AAPL,2019-07-01,1.0,0.0,206.26
202.72,AAPL,2019-07-02,1.0,0.0,207.45
204.4,AAPL,2019-07-03,1.0,0.0,209.17
204.24,AAPL,2019-07-05,1.0,0.0,209.0
200.04,AAPL,2019-07-08,1.0,0.0,204.71
201.24,AAPL,2019-07-09,1.0,0.0,205.93
203.24,AAPL,2019-07-10,1.0,0.0,207.98
201.76,AAPL,2019-07-11,1.0,0.0,206.47
203.32,AAPL,2019-07-12,1.0,0.0,208.06
205.2,AAPL,2019-07-15,1.0,0.0,209.99
204.52,AAPL,2019-07-16,1.0,0.0,209.29
203.36,AAPL,2019-07-17,1.0,0.0,208.1
205.68,AAPL,2019-07-18,1.0,0.0,210.48
202.6,AAPL,2019-07-19,1.0,0.0,207.33
207.24,AAPL,2019-07-22,1.0,0.0,212.07
208.84,AAPL,2019-07-23,1.0,0.0,213.71
208.68,AAPL,2019-07-24,1.0,0.0,213.55
207.04,AAPL,2019-07-25,1.0,0.0,211.87
207.76,AAPL,2019-07-26,1.0,0.0,212.61
209.68,AAPL,2019-07-29,1.0,0.0,214.57
208.8,AAPL,2019-07-30,1.0,0.0,213.67
213.04,AAPL,2019-07-31,1.0,0.0,218.01
208.44,AAPL,2019-08-01,1.0,0.0,213.3
204.04,AAPL,2019-08-02,1.0,0.0,208.8
193.36,AAPL,2019-08-05,1.0,0.0,197.87
197.0,AAPL,2019-08-06,1.0,0.0,201.6
199.04,AAPL,2019-08-07,1.0,0.0,203.68
203.44,AAPL,2019-08-08,1.0,0.0,208.19
201.0,AAPL,2019-08-09,1.0,0.77,205.69
200.48,AAPL,2019-08-12,1.0,0.0,205.94
208.96,AAPL,2019-08-13,1.0,0.0,214.65
202.76,AAPL,2019-08-14,1.0,0.0,208.29
201.76,AAPL,2019-08-15,1.0,0.0,207.26
206.52,AAPL,2019-08-16,1.0,0.0,212.15
210.36,AAPL,2019-08-19,1.0,0.0,216.09
210.36,AAPL,2019-08-20,1.0,0.0,216.09
212.64,AAPL,2019-08-21,1.0,0.0,218.43
212.48,AAPL,2019-08-22,1.0,0.0,218.27
202.64,AAPL,2019-08-23,1.0,0.0,208.16
206.48,AAPL,2019-08-26,1.0,0.0,212.11
204.16,AAPL,2019-08-27,1.0,0.0,209.72
205.52,AAPL,2019-08-28,1.0,0.0,211.12
209.0,AAPL,2019-08-29,1.0,0.0,214.7
208.76,AAPL,2019-08-30,1.0,0.0,214.45
205.72,AAPL,2019-09-03,1.0,0.0,211.33
209.2,AAPL,2019-09-04,1.0,0.0,214.9
213.28,AAPL,2019-09-05,1.0,0.0,219.09
213.28,AAPL,2019-09-06,1.0,0.0,219.09
214.16,AAPL,2019-09-09,1.0,0.0,220.0
216.72,AAPL,2019-09-10,1.0,0.0,222.63
223.6,AAPL,2019-09-11,1.0,0.0,229.69
223.08,AAPL,2019-09-12,1.0,0.0,229.16
218.76,AAPL,2019-09-13,1.0,0.0,224.72
219.92,AAPL,2019-09-16,1.0,0.0,225.91
220.72,AAPL,2019-09-17,1.0,0.0,226.73
222.76,AAPL,2019-09-18,1.0,0.0,228.83
220.96,AAPL,2019-09-19,1.0,0.0,226.98
217.72,AAPL,2019-09-20,1.0,0.0,223.65
218.72,AAPL,2019-09-23,1.0,0.0,224.68
217.68,AAPL,2019-09-24,1.0,0.0,223.61
221.04,AAPL,2019-09-25,1.0,0.0,227.06
219.88,AAPL,2019-09-26,1.0,0.0,225.87
218.84,AAPL,2019-09-27,1.0,0.0,224.8
223.96,AAPL,2019-09-30,1.0,0.0,230.06
224.6,AAPL,2019-10-01,1.0,0.0,230.72
218.96,AAPL,2019-10-02,1.0,0.0,224.93
220.84,AAPL,2019-10-03,1.0,0.0,226.86
227.0,AAPL,2019-10-04,1.0,0.0,233.19
227.08,AAPL,2019-10-07,1.0,0.0,233.27
224.4,AAPL,2019-10-08,1.0,0.0,230.51
227.04,AAPL,2019-10-09,1.0,0.0,233.23
230.08,AAPL,2019-10-10,1.0,0.0,236.35
236.2,AAPL,2019-10-11,1.0,0.0,242.64
235.88,AAPL,2019-10-14,1.0,0.0,242.31
235.32,AAPL,2019-10-15,1.0,0.0,241.73
234.36,AAPL,2019-10-16,1.0,0.0,240.75
235.28,AAPL,2019-10-17,1.0,0.0,241.69
236.4,AAPL,2019-10-18,1.0,0.0,242.84
240.52,AAPL,2019-10-21,1.0,0.0,247.07
239.96,AAPL,2019-10-22,1.0,0.0,246.5
243.2,AAPL,2019-10-23,1.0,0.0,249.83
243.6,AAPL,2019-10-24,1.0,0.0,250.24
246.6,AAPL,2019-10-25,1.0,0.0,253.32
249.04,AAPL,2019-10-28,1.0,0.0,255.83
243.28,AAPL,2019-10-29,1.0,0.0,249.91
243.28,AAPL,2019-10-30,1.0,0.0,249.91
248.76,AAPL,2019-10-31,1.0,0.0,255.54
255.84,AAPL,2019-11-01,1.0,0.0,262.81
257.52,AAPL,2019-11-04,1.0,0.0,264.54
257.12,AAPL,2019-11-05,1.0,0.0,264.13
257.24,AAPL,2019-11-06,1.0,0.0,264.25
259.44,AAPL,2019-11-07,1.0,0.77,266.51
260.16,AAPL,2019-11-08,1.0,0.0,268.04
262.2,AAPL,2019-11-11,1.0,0.0,270.14
261.96,AAPL,2019-11-12,1.0,0.0,269.9
264.48,AAPL,2019-11-13,1.0,0.0,272.49
262.64,AAPL,2019-11-14,1.0,0.0,270.6
265.76,AAPL,2019-11-15,1.0,0.0,273.81
267.12,AAPL,2019-11-18,1.0,0.0,275.21
266.28,AAPL,2019-11-19,1.0,0.0,274.35
263.2,AAPL,2019-11-20,1.0,0.0,271.17
262.0,AAPL,2019-11-21,1.0,0.0,269.94
261.76,AAPL,2019-11-22,1.0,0.0,269.69
266.36,AAPL,2019-11-25,1.0,0.0,274.43
264.28,AAPL,2019-11-26,1.0,0.0,272.29
267.84,AAPL,2019-11-27,1.0,0.0,275.96
267.24,AAPL,2019-11-29,1.0,0.0,275.34
264.16,AAPL,2019-12-02,1.0,0.0,272.16
259.44,AAPL,2019-12-03,1.0,0.0,267.3
261.76,AAPL,2019-12-04,1.0,0.0,269.69
265.6,AAPL,2019-12-05,1.0,0.0,273.65
270.72,AAPL,2019-12-06,1.0,0.0,278.92
266.92,AAPL,2019-12-09,1.0,0.0,275.01
268.48,AAPL,2019-12-10,1.0,0.0,276.61
270.76,AAPL,2019-12-11,1.0,0.0,278.96
271.44,AAPL,2019-12-12,1.0,0.0,279.66
275.16,AAPL,2019-12-13,1.0,0.0,283.5
279.88,AAPL,2019-12-16,1.0,0.0,288.36
280.4,AAPL,2019-12-17,1.0,0.0,288.9
279.76,AAPL,2019-12-18,1.0,0.0,288.24
280.04,AAPL,2019-12-19,1.0,0.0,288.52
279.44,AAPL,2019-12-20,1.0,0.0,287.91
284.0,AAPL,2019-12-23,1.0,0.0,292.6
284.28,AAPL,2019-12-24,1.0,0.0,292.89
289.92,AAPL,2019-12-26,1.0,0.0,298.7
289.8,AAPL,2019-12-27,1.0,0.0,298.58
291.52,AAPL,2019-12-30,1.0,0.0,300.35
293.64,AAPL,2019-12-31,1.0,0.0,302.54
300.36,AAPL,2020-01-02,1.0,0.0,309.46
297.44,AAPL,2020-01-03,1.0,0.0,306.45
299.8,AAPL,2020-01-06,1.0,0.0,308.88
298.4,AAPL,2020-01-07,1.0,0.0,307.44
303.2,AAPL,2020-01-08,1.0,0.0,312.39
309.64,AAPL,2020-01-09,1.0,0.0,319.02
310.32,AAPL,2020-01-10,1.0,0.0,319.72
316.96,AAPL,2020-01-13,1.0,0.0,326.56
312.68,AAPL,2020-01-14,1.0,0.0,322.15
311.32,AAPL,2020-01-15,1.0,0.0,320.75
315.24,AAPL,2020-01-16,1.0,0.0,324.79
318.72,AAPL,2020-01-17,1.0,0.0,328.38
316.56,AAPL,2020-01-21,1.0,0.0,326.15
317.72,AAPL,2020-01-22,1.0,0.0,327.35
319.24,AAPL,2020-01-23,1.0,0.0,328.91
318.32,AAPL,2020-01-24,1.0,0.0,327.96
308.96,AAPL,2020-01-27,1.0,0.0,318.32
317.68,AAPL,2020-01-28,1.0,0.0,327.31
324.32,AAPL,2020-01-29,1.0,0.0,334.15
323.88,AAPL,2020-01-30,1.0,0.0,333.69
309.52,AAPL,2020-01-31,1.0,0.0,318.9
308.68,AAPL,2020-02-03,1.0,0.0,318.03
318.84,AAPL,2020-02-04,1.0,0.0,328.5
321.44,AAPL,2020-02-05,1.0,0.0,331.18
325.2,AAPL,2020-02-06,1.0,0.0,335.05
320.04,AAPL,2020-02-07,1.0,0.77,329.74
321.56,AAPL,2020-02-10,1.0,0.0,332.1
319.6,AAPL,2020-02-11,1.0,0.0,330.08
327.2,AAPL,2020-02-12,1.0,0.0,337.92
324.88,AAPL,2020-02-13,1.0,0.0,335.53
324.96,AAPL,2020-02-14,1.0,0.0,335.61
319.0,AAPL,2020-02-18,1.0,0.0,329.46
323.64,AAPL,2020-02-19,1.0,0.0,334.25
320.32,AAPL,2020-02-20,1.0,0.0,330.82
313.04,AAPL,2020-02-21,1.0,0.0,323.3
298.2,AAPL,2020-02-24,1.0,0.0,307.97
288.08,AAPL,2020-02-25,1.0,0.0,297.52
292.64,AAPL,2020-02-26,1.0,0.0,302.23
273.52,AAPL,2020-02-27,1.0,0.0,282.49
273.36,AAPL,2020-02-28,1.0,0.0,282.32
298.8,AAPL,2020-03-02,1.0,0.0,308.59
289.32,AAPL,2020-03-03,1.0,0.0,298.8
302.76,AAPL,2020-03-04,1.0,0.0,312.68
292.92,AAPL,2020-03-05,1.0,0.0,302.52
289.04,AAPL,2020-03-06,1.0,0.0,298.51
266.16,AAPL,2020-03-09,1.0,0.0,274.88
285.32,AAPL,2020-03-10,1.0,0.0,294.67
275.44,AAPL,2020-03-11,1.0,0.0,284.47
248.24,AAPL,2020-03-12,1.0,0.0,256.38
277.96,AAPL,2020-03-13,1.0,0.0,287.07
242.2,AAPL,2020-03-16,1.0,0.0,250.14
252.88,AAPL,2020-03-17,1.0,0.0,261.17
246.68,AAPL,2020-03-18,1.0,0.0,254.77
244.8,AAPL,2020-03-19,1.0,0.0,252.82
229.24,AAPL,2020-03-20,1.0,0.0,236.75
224.36,AAPL,2020-03-23,1.0,0.0,231.71
246.88,AAPL,2020-03-24,1.0,0.0,254.97
245.52,AAPL,2020-03-25,1.0,0.0,253.57
258.44,AAPL,2020-03-26,1.0,0.0,266.91
247.76,AAPL,2020-03-27,1.0,0.0,255.88
254.8,AAPL,2020-03-30,1.0,0.0,263.15
254.28,AAPL,2020-03-31,1.0,0.0,262.61
240.92,AAPL,2020-04-01,1.0,0.0,248.82
244.92,AAPL,2020-04-02,1.0,0.0,252.95
241.4,AAPL,2020-04-03,1.0,0.0,249.31
262.48,AAPL,2020-04-06,1.0,0.0,271.08
259.44,AAPL,2020-04-07,1.0,0.0,267.94
266.08,AAPL,2020-04-08,1.0,0.0,274.8
268.0,AAPL,2020-04-09,1.0,0.0,276.78
273.24,AAPL,2020-04-13,1.0,0.0,282.2
287.04,AAPL,2020-04-14,1.0,0.0,296.45
284.44,AAPL,2020-04-15,1.0,0.0,293.76
286.68,AAPL,2020-04-16,1.0,0.0,296.08
282.8,AAPL,2020-04-17,1.0,0.0,292.07
276.92,AAPL,2020-04-20,1.0,0.0,286.0
268.36,AAPL,2020-04-21,1.0,0.0,277.16
276.12,AAPL,2020-04-22,1.0,0.0,285.17
275.04,AAPL,2020-04-23,1.0,0.0,284.06
282.96,AAPL,2020-04-24,1.0,0.0,292.23
283.16,AAPL,2020-04-27,1.0,0.0,292.44
278.6,AAPL,2020-04-28,1.0,0.0,287.73
287.72,AAPL,2020-04-29,1.0,0.0,297.15
293.8,AAPL,2020-04-30,1.0,0.0,303.43
289.08,AAPL,2020-05-01,1.0,0.0,298.56
293.16,AAPL,2020-05-04,1.0,0.0,302.77
297.56,AAPL,2020-05-05,1.0,0.0,307.31
300.64,AAPL,2020-05-06,1.0,0.0,310.49
303.76,AAPL,2020-05-07,1.0,0.0,313.72
310.12,AAPL,2020-05-08,1.0,0.82,320.29
315.0,AAPL,2020-05-11,1.0,0.0,326.19
311.4,AAPL,2020-05-12,1.0,0.0,322.46
307.64,AAPL,2020-05-13,1.0,0.0,318.56
309.56,AAPL,2020-05-14,1.0,0.0,320.55
307.72,AAPL,2020-05-15,1.0,0.0,318.65
314.96,AAPL,2020-05-18,1.0,0.0,326.14
313.16,AAPL,2020-05-19,1.0,0.0,324.28
319.24,AAPL,2020-05-20,1.0,0.0,330.58
316.84,AAPL,2020-05-21,1.0,0.0,328.09
318.88,AAPL,2020-05-22,1.0,0.0,330.2
316.72,AAPL,2020-05-26,1.0,0.0,327.97
318.12,AAPL,2020-05-27,1.0,0.0,329.42
318.24,AAPL,2020-05-28,1.0,0.0,329.54
317.96,AAPL,2020-05-29,1.0,0.0,329.25
321.84,AAPL,2020-06-01,1.0,0.0,333.27
323.32,AAPL,2020-06-02,1.0,0.0,334.8
325.12,AAPL,2020-06-03,1.0,0.0,336.66
322.32,AAPL,2020-06-04,1.0,0.0,333.77
331.52,AAPL,2020-06-05,1.0,0.0,343.29
333.48,AAPL,2020-06-08,1.0,0.0,345.32
344.0,AAPL,2020-06-09,1.0,0.0,356.22
352.84,AAPL,2020-06-10,1.0,0.0,365.37
335.92,AAPL,2020-06-11,1.0,0.0,347.85
338.8,AAPL,2020-06-12,1.0,0.0,350.83
343.0,AAPL,2020-06-15,1.0,0.0,355.18
352.08,AAPL,2020-06-16,1.0,0.0,364.58
351.6,AAPL,2020-06-17,1.0,0.0,364.08
351.72,AAPL,2020-06-18,1.0,0.0,364.21
349.72,AAPL,2020-06-19,1.0,0.0,362.14
358.88,AAPL,2020-06-22,1.0,0.0,371.62
366.52,AAPL,2020-06-23,1.0,0.0,379.53
360.08,AAPL,2020-06-24,1.0,0.0,372.87
364.84,AAPL,2020-06-25,1.0,0.0,377.8
353.64,AAPL,2020-06-26,1.0,0.0,366.2
361.8,AAPL,2020-06-29,1.0,0.0,374.65
364.8,AAPL,2020-06-30,1.0,0.0,377.75
364.12,AAPL,2020-07-01,1.0,0.0,377.05
364.12,AAPL,2020-07-02,1.0,0.0,377.05
373.84,AAPL,2020-07-06,1.0,0.0,387.11
372.68,AAPL,2020-07-07,1.0,0.0,385.91
381.36,AAPL,2020-07-08,1.0,0.0,394.9
382.72,AAPL,2020-07-09,1.0,0.0,396.31
383.68,AAPL,2020-07-10,1.0,0.0,397.3
381.92,AAPL,2020-07-13,1.0,0.0,395.48
388.24,AAPL,2020-07-14,1.0,0.0,402.03
390.92,AAPL,2020-07-15,1.0,0.0,404.8
386.08,AAPL,2020-07-16,1.0,0.0,399.79
385.32,AAPL,2020-07-17,1.0,0.0,399.0
393.44,AAPL,2020-07-20,1.0,0.0,407.41
388.0,AAPL,2020-07-21,1.0,0.0,401.78
389.08,AAPL,2020-07-22,1.0,0.0,402.9
371.4,AAPL,2020-07-23,1.0,0.0,384.59
370.48,AAPL,2020-07-24,1.0,0.0,383.64
379.24,AAPL,2020-07-27,1.0,0.0,392.71
373.0,AAPL,2020-07-28,1.0,0.0,386.24
380.16,AAPL,2020-07-29,1.0,0.0,393.66
384.76,AAPL,2020-07-30,1.0,0.0,398.42
425.04,AAPL,2020-07-31,1.0,0.0,440.13
435.76,AAPL,2020-08-03,1.0,0.0,451.23
438.68,AAPL,2020-08-04,1.0,0.0,454.26
440.24,AAPL,2020-08-05,1.0,0.0,455.87
455.6,AAPL,2020-08-06,1.0,0.0,471.78
444.44,AAPL,2020-08-07,1.0,0.82,460.22
450.92,AAPL,2020-08-10,1.0,0.0,467.79
437.52,AAPL,2020-08-11,1.0,0.0,453.89
452.04,AAPL,2020-08-12,1.0,0.0,468.96
460.04,AAPL,2020-08-13,1.0,0.0,477.25
459.64,AAPL,2020-08-14,1.0,0.0,476.84
458.44,AAPL,2020-08-17,1.0,0.0,475.59
462.24,AAPL,2020-08-18,1.0,0.0,479.54
462.84,AAPL,2020-08-19,1.0,0.0,480.16
473.12,AAPL,2020-08-20,1.0,0.0,490.82
497.48,AAPL,2020-08-21,1.0,0.0,516.1
503.44,AAPL,2020-08-24,1.0,0.0,522.28
499.32,AAPL,2020-08-25,1.0,0.0,518.0
506.08,AAPL,2020-08-26,1.0,0.0,525.02
500.04,AAPL,2020-08-27,1.0,0.0,518.75
499.24,AAPL,2020-08-28,1.0,0.0,517.92
129.04,AAPL,2020-08-31,4.0,0.0,133.87
134.18,AAPL,2020-09-01,1.0,0.0,556.8
131.4,AAPL,2020-09-02,1.0,0.0,545.27
120.88,AAPL,2020-09-03,1.0,0.0,501.61
120.96,AAPL,2020-09-04,1.0,0.0,501.94
112.82,AAPL,2020-09-08,1.0,0.0,468.17
117.32,AAPL,2020-09-09,1.0,0.0,486.84
113.49,AAPL,2020-09-10,1.0,0.0,470.95
112.0,AAPL,2020-09-11,1.0,0.0,464.76
115.36,AAPL,2020-09-14,1.0,0.0,478.71
115.54,AAPL,2020-09-15,1.0,0.0,479.45
112.13,AAPL,2020-09-16,1.0,0.0,465.3
110.34,AAPL,2020-09-17,1.0,0.0,457.88
106.84,AAPL,2020-09-18,1.0,0.0,443.35
110.08,AAPL,2020-09-21,1.0,0.0,456.8
111.81,AAPL,2020-09-22,1.0,0.0,463.98
107.12,AAPL,2020-09-23,1.0,0.0,444.51
108.22,AAPL,2020-09-24,1.0,0.0,449.08
112.28,AAPL,2020-09-25,1.0,0.0,465.93
114.96,AAPL,2020-09-28,1.0,0.0,477.05
114.09,AAPL,2020-09-29,1.0,0.0,473.44
115.81,AAPL,2020-09-30,1.0,0.0,480.57
116.79,AAPL,2020-10-01,1.0,0.0,484.64
113.02,AAPL,2020-10-02,1.0,0.0,469.0
116.5,AAPL,2020-10-05,1.0,0.0,483.44
113.16,AAPL,2020-10-06,1.0,0.0,469.58
115.08,AAPL,2020-10-07,1.0,0.0,477.54
114.97,AAPL,2020-10-08,1.0,0.0,477.09
116.97,AAPL,2020-10-09,1.0,0.0,485.39
124.4,AAPL,2020-10-12,1.0,0.0,516.22
121.1,AAPL,2020-10-13,1.0,0.0,502.53
121.19,AAPL,2020-10-14,1.0,0.0,502.9
120.71,AAPL,2020-10-15,1.0,0.0,500.91
119.02,AAPL,2020-10-16,1.0,0.0,493.89
115.98,AAPL,2020-10-19,1.0,0.0,481.28
117.51,AAPL,2020-10-20,1.0,0.0,487.63
116.87,AAPL,2020-10-21,1.0,0.0,484.97
115.75,AAPL,2020-10-22,1.0,0.0,480.33
